# This is a transfer function data file in the "Plain" format
# Comments are ignored
# The titles should be on a comment line, and contain no spaces
# Wavenumbers k are in 1/Mpc
# Transfer functions are in the CAMB/CMBFAST/Eisenstein-Hu format,
# and differ by a factor -1/k^2 from CLASS.

# k d_g d_b d_cdm d_ur d_ncdm[0] d_ncdm[1] d_ncdm[2] d_tot d_cb phi psi h h_prime eta eta_prime H_T_Nb_prime k2gamma_Nb t_g t_b t_cdm t_cb t_ur t_ncdm[0] t_ncdm[1] t_ncdm[2] t_tot
 7.174692E-06 7.737659E+05 5.803317E+05 5.803317E+05 7.737654E+05 5.831134E+05 5.831134E+05 5.831134E+05 5.817623E+05 5.803411E+05 -1.173325E+10 -1.164675E+10 -1.160663E+06 -9.750798E+02 -1.942644E+10 2.893167E+00 -8.475551E+00 2.556700E-03 -4.873229E+02 -4.873360E+02 -4.873360E+02 -9.661965E+02 -4.873226E+02 -4.873354E+02 -4.873354E+02 -4.873354E+02 -4.873359E+02
 1.588858E-05 7.737266E+05 5.803308E+05 5.803309E+05 7.737243E+05 5.831091E+05 5.831091E+05 5.831091E+05 5.817610E+05 5.803402E+05 -2.392509E+09 -2.374873E+09 -1.160662E+06 -9.750777E+02 -3.961219E+09 2.893067E+00 -8.475080E+00 2.556614E-03 -4.872705E+02 -4.873347E+02 -4.873347E+02 -9.661944E+02 -4.872688E+02 -4.873317E+02 -4.873317E+02 -4.873317E+02 -4.873340E+02
 2.463347E-05 7.736574E+05 5.803292E+05 5.803293E+05 7.736518E+05 5.831014E+05 5.831014E+05 5.831014E+05 5.817587E+05 5.803387E+05 -9.953375E+08 -9.880012E+08 -1.160659E+06 -9.750740E+02 -1.647957E+09 2.892909E+00 -8.474250E+00 2.556462E-03 -4.871782E+02 -4.873325E+02 -4.873325E+02 -9.661908E+02 -4.871741E+02 -4.873253E+02 -4.873253E+02 -4.873253E+02 -4.873308E+02
 3.343297E-05 7.735575E+05 5.803269E+05 5.803271E+05 7.735472E+05 5.830903E+05 5.830903E+05 5.830903E+05 5.817555E+05 5.803365E+05 -5.403421E+08 -5.363601E+08 -1.160654E+06 -9.750687E+02 -8.946326E+08 2.892682E+00 -8.473054E+00 2.556244E-03 -4.870451E+02 -4.873293E+02 -4.873294E+02 -9.661857E+02 -4.870376E+02 -4.873160E+02 -4.873160E+02 -4.873160E+02 -4.873262E+02
 4.231107E-05 7.734262E+05 5.803239E+05 5.803242E+05 7.734097E+05 5.830757E+05 5.830757E+05 5.830757E+05 5.817512E+05 5.803336E+05 -3.373705E+08 -3.348848E+08 -1.160648E+06 -9.750617E+02 -5.585776E+08 2.892383E+00 -8.471479E+00 2.555956E-03 -4.868700E+02 -4.873251E+02 -4.873252E+02 -9.661789E+02 -4.868580E+02 -4.873038E+02 -4.873038E+02 -4.873038E+02 -4.873201E+02
 5.129236E-05 7.732620E+05 5.803201E+05 5.803206E+05 7.732378E+05 5.830575E+05 5.830575E+05 5.830575E+05 5.817458E+05 5.803299E+05 -2.295647E+08 -2.278738E+08 -1.160641E+06 -9.750529E+02 -3.800863E+08 2.892009E+00 -8.469510E+00 2.555596E-03 -4.866511E+02 -4.873199E+02 -4.873199E+02 -9.661704E+02 -4.866335E+02 -4.872885E+02 -4.872885E+02 -4.872885E+02 -4.873125E+02
 6.040226E-05 7.730633E+05 5.803155E+05 5.803162E+05 7.730297E+05 5.830355E+05 5.830355E+05 5.830355E+05 5.817393E+05 5.803255E+05 -1.655383E+08 -1.643194E+08 -1.160632E+06 -9.750423E+02 -2.740794E+08 2.891557E+00 -8.467129E+00 2.555161E-03 -4.863862E+02 -4.873135E+02 -4.873136E+02 -9.661601E+02 -4.863619E+02 -4.872701E+02 -4.872701E+02 -4.872701E+02 -4.873034E+02
 6.966728E-05 7.728280E+05 5.803100E+05 5.803110E+05 7.727834E+05 5.830093E+05 5.830093E+05 5.830093E+05 5.817316E+05 5.803202E+05 -1.244344E+08 -1.235185E+08 -1.160622E+06 -9.750297E+02 -2.060248E+08 2.891021E+00 -8.464309E+00 2.554646E-03 -4.860726E+02 -4.873060E+02 -4.873061E+02 -9.661479E+02 -4.860403E+02 -4.872482E+02 -4.872482E+02 -4.872482E+02 -4.872925E+02
 7.911519E-05 7.725536E+05 5.803037E+05 5.803049E+05 7.724961E+05 5.829789E+05 5.829789E+05 5.829789E+05 5.817226E+05 5.803141E+05 -9.648744E+07 -9.577757E+07 -1.160610E+06 -9.750151E+02 -1.597536E+08 2.890396E+00 -8.461020E+00 2.554045E-03 -4.857070E+02 -4.872972E+02 -4.872974E+02 -9.661337E+02 -4.856653E+02 -4.872227E+02 -4.872227E+02 -4.872227E+02 -4.872798E+02
 8.877536E-05 7.722372E+05 5.802964E+05 5.802979E+05 7.721649E+05 5.829437E+05 5.829437E+05 5.829437E+05 5.817123E+05 5.803071E+05 -7.662963E+07 -7.606616E+07 -1.160596E+06 -9.749982E+02 -1.268756E+08 2.889684E+00 -8.457227E+00 2.553351E-03 -4.852854E+02 -4.872871E+02 -4.872873E+02 -9.661173E+02 -4.852330E+02 -4.871932E+02 -4.871932E+02 -4.871932E+02 -4.872651E+02
 9.867898E-05 7.718751E+05 5.802880E+05 5.802899E+05 7.717858E+05 5.829035E+05 5.829035E+05 5.829035E+05 5.817004E+05 5.802990E+05 -6.201861E+07 -6.156285E+07 -1.160580E+06 -9.749788E+02 -1.026845E+08 2.888852E+00 -8.452888E+00 2.552558E-03 -4.848032E+02 -4.872755E+02 -4.872757E+02 -9.660986E+02 -4.847384E+02 -4.871595E+02 -4.871595E+02 -4.871595E+02 -4.872484E+02
 1.088594E-04 7.714633E+05 5.802785E+05 5.802808E+05 7.713546E+05 5.828577E+05 5.828577E+05 5.828577E+05 5.816869E+05 5.802898E+05 -5.095980E+07 -5.058557E+07 -1.160562E+06 -9.749568E+02 -8.437467E+07 2.887914E+00 -8.447952E+00 2.551655E-03 -4.842546E+02 -4.872623E+02 -4.872626E+02 -9.660772E+02 -4.841760E+02 -4.871212E+02 -4.871212E+02 -4.871212E+02 -4.872293E+02
 1.193525E-04 7.709967E+05 5.802677E+05 5.802705E+05 7.708662E+05 5.828058E+05 5.828058E+05 5.828058E+05 5.816716E+05 5.802794E+05 -4.239199E+07 -4.208092E+07 -1.160541E+06 -9.749318E+02 -7.018915E+07 2.886851E+00 -8.442360E+00 2.550633E-03 -4.836335E+02 -4.872474E+02 -4.872477E+02 -9.660530E+02 -4.835390E+02 -4.870778E+02 -4.870778E+02 -4.870778E+02 -4.872077E+02
 1.301968E-04 7.704697E+05 5.802555E+05 5.802588E+05 7.703145E+05 5.827472E+05 5.827472E+05 5.827472E+05 5.816544E+05 5.802677E+05 -3.562306E+07 -3.536189E+07 -1.160518E+06 -9.749036E+02 -5.898201E+07 2.885650E+00 -8.436044E+00 2.549478E-03 -4.829321E+02 -4.872305E+02 -4.872309E+02 -9.660257E+02 -4.828199E+02 -4.870287E+02 -4.870287E+02 -4.870287E+02 -4.871833E+02
 1.414342E-04 7.698757E+05 5.802417E+05 5.802457E+05 7.696927E+05 5.826811E+05 5.826811E+05 5.826811E+05 5.816349E+05 5.802544E+05 -3.018604E+07 -2.996495E+07 -1.160491E+06 -9.748718E+02 -4.998007E+07 2.884300E+00 -8.428926E+00 2.548176E-03 -4.821418E+02 -4.872115E+02 -4.872119E+02 -9.659949E+02 -4.820096E+02 -4.869733E+02 -4.869733E+02 -4.869733E+02 -4.871558E+02
 1.531101E-04 7.692069E+05 5.802262E+05 5.802308E+05 7.689927E+05 5.826066E+05 5.826066E+05 5.826066E+05 5.816129E+05 5.802395E+05 -2.575657E+07 -2.556814E+07 -1.160462E+06 -9.748360E+02 -4.264631E+07 2.882773E+00 -8.420912E+00 2.546709E-03 -4.812524E+02 -4.871900E+02 -4.871906E+02 -9.659602E+02 -4.810978E+02 -4.869110E+02 -4.869110E+02 -4.869110E+02 -4.871249E+02
 1.652742E-04 7.684545E+05 5.802087E+05 5.802141E+05 7.682051E+05 5.825227E+05 5.825227E+05 5.825227E+05 5.815882E+05 5.802227E+05 -2.210369E+07 -2.194218E+07 -1.160428E+06 -9.747957E+02 -3.659832E+07 2.881058E+00 -8.411896E+00 2.545059E-03 -4.802521E+02 -4.871659E+02 -4.871666E+02 -9.659211E+02 -4.800724E+02 -4.868409E+02 -4.868409E+02 -4.868409E+02 -4.870900E+02
 1.779803E-04 7.676078E+05 5.801891E+05 5.801953E+05 7.673191E+05 5.824283E+05 5.824283E+05 5.824283E+05 5.815604E+05 5.802038E+05 -1.905929E+07 -1.892023E+07 -1.160391E+06 -9.747503E+02 -3.155779E+07 2.879129E+00 -8.401752E+00 2.543202E-03 -4.791272E+02 -4.871387E+02 -4.871395E+02 -9.658771E+02 -4.789194E+02 -4.867619E+02 -4.867619E+02 -4.867619E+02 -4.870508E+02
 1.912877E-04 7.666550E+05 5.801669E+05 5.801742E+05 7.663219E+05 5.823220E+05 5.823220E+05 5.823220E+05 5.815291E+05 5.801824E+05 -1.649870E+07 -1.637852E+07 -1.160348E+06 -9.746991E+02 -2.731829E+07 2.876955E+00 -8.390336E+00 2.541111E-03 -4.778619E+02 -4.871081E+02 -4.871090E+02 -9.658276E+02 -4.776225E+02 -4.866729E+02 -4.866729E+02 -4.866729E+02 -4.870067E+02
 2.052608E-04 7.655818E+05 5.801419E+05 5.801503E+05 7.651988E+05 5.822022E+05 5.822022E+05 5.822022E+05 5.814938E+05 5.801584E+05 -1.432785E+07 -1.422367E+07 -1.160301E+06 -9.746415E+02 -2.372407E+07 2.874508E+00 -8.377480E+00 2.538756E-03 -4.764377E+02 -4.870737E+02 -4.870747E+02 -9.657718E+02 -4.761630E+02 -4.865727E+02 -4.865727E+02 -4.865727E+02 -4.869569E+02
 2.199705E-04 7.643719E+05 5.801138E+05 5.801234E+05 7.639329E+05 5.820669E+05 5.820669E+05 5.820669E+05 5.814540E+05 5.801313E+05 -1.247470E+07 -1.238418E+07 -1.160247E+06 -9.745764E+02 -2.065585E+07 2.871745E+00 -8.362988E+00 2.536100E-03 -4.748333E+02 -4.870348E+02 -4.870360E+02 -9.657088E+02 -4.745190E+02 -4.864596E+02 -4.864596E+02 -4.864596E+02 -4.869009E+02
 2.354940E-04 7.630064E+05 5.800819E+05 5.800929E+05 7.625043E+05 5.819141E+05 5.819141E+05 5.819141E+05 5.814090E+05 5.801006E+05 -1.088330E+07 -1.080451E+07 -1.160186E+06 -9.745029E+02 -1.802101E+07 2.868628E+00 -8.346634E+00 2.533101E-03 -4.730240E+02 -4.869909E+02 -4.869922E+02 -9.656376E+02 -4.726653E+02 -4.863319E+02 -4.863319E+02 -4.863319E+02 -4.868375E+02
 2.519155E-04 7.614632E+05 5.800459E+05 5.800585E+05 7.608900E+05 5.817412E+05 5.817412E+05 5.817412E+05 5.813581E+05 5.800659E+05 -9.509693E+06 -9.441027E+06 -1.160117E+06 -9.744198E+02 -1.574676E+07 2.865103E+00 -8.328154E+00 2.529710E-03 -4.709812E+02 -4.869412E+02 -4.869427E+02 -9.655571E+02 -4.705727E+02 -4.861874E+02 -4.861874E+02 -4.861874E+02 -4.867659E+02
 2.693270E-04 7.597167E+05 5.800050E+05 5.800194E+05 7.590634E+05 5.815453E+05 5.815453E+05 5.815453E+05 5.813004E+05 5.800266E+05 -8.318920E+06 -8.259031E+06 -1.160039E+06 -9.743256E+02 -1.377523E+07 2.861113E+00 -8.307244E+00 2.525872E-03 -4.686718E+02 -4.868849E+02 -4.868867E+02 -9.654659E+02 -4.682074E+02 -4.860238E+02 -4.860238E+02 -4.860238E+02 -4.866849E+02
 2.878278E-04 7.577376E+05 5.799586E+05 5.799751E+05 7.569937E+05 5.813229E+05 5.813229E+05 5.813229E+05 5.812350E+05 5.799819E+05 -7.282908E+06 -7.230654E+06 -1.159950E+06 -9.742186E+02 -1.205992E+07 2.856587E+00 -8.283551E+00 2.521519E-03 -4.660578E+02 -4.868211E+02 -4.868231E+02 -9.653623E+02 -4.655307E+02 -4.858381E+02 -4.858381E+02 -4.858381E+02 -4.865930E+02
 3.075253E-04 7.554915E+05 5.799059E+05 5.799247E+05 7.546453E+05 5.810701E+05 5.810701E+05 5.810701E+05 5.811606E+05 5.799311E+05 -6.378881E+06 -6.333289E+06 -1.159849E+06 -9.740971E+02 -1.056315E+07 2.851449E+00 -8.256669E+00 2.516577E-03 -4.630953E+02 -4.867485E+02 -4.867509E+02 -9.652447E+02 -4.624979E+02 -4.856270E+02 -4.856270E+02 -4.856270E+02 -4.864886E+02
 3.285344E-04 7.529394E+05 5.798458E+05 5.798673E+05 7.519774E+05 5.807823E+05 5.807823E+05 5.807823E+05 5.810759E+05 5.798733E+05 -5.588193E+06 -5.548427E+06 -1.159735E+06 -9.739587E+02 -9.254022E+06 2.845605E+00 -8.226131E+00 2.510957E-03 -4.597345E+02 -4.866660E+02 -4.866686E+02 -9.651107E+02 -4.590581E+02 -4.853869E+02 -4.853869E+02 -4.853869E+02 -4.863700E+02
 3.509774E-04 7.500364E+05 5.797773E+05 5.798018E+05 7.489434E+05 5.804541E+05 5.804541E+05 5.804541E+05 5.809794E+05 5.798074E+05 -4.895441E+06 -4.860780E+06 -1.159604E+06 -9.738009E+02 -8.107048E+06 2.838953E+00 -8.191401E+00 2.504560E-03 -4.559183E+02 -4.865720E+02 -4.865750E+02 -9.649581E+02 -4.551535E+02 -4.851133E+02 -4.851133E+02 -4.851133E+02 -4.862349E+02
 3.749823E-04 7.467313E+05 5.796991E+05 5.797270E+05 7.454901E+05 5.800795E+05 5.800795E+05 5.800795E+05 5.808693E+05 5.797320E+05 -4.287790E+06 -4.257605E+06 -1.159454E+06 -9.736208E+02 -7.100972E+06 2.831372E+00 -8.151875E+00 2.497270E-03 -4.515825E+02 -4.864647E+02 -4.864681E+02 -9.647839E+02 -4.507188E+02 -4.848011E+02 -4.848011E+02 -4.848011E+02 -4.860810E+02
 4.006823E-04 7.429665E+05 5.796097E+05 5.796415E+05 7.415579E+05 5.796516E+05 5.796516E+05 5.796516E+05 5.807435E+05 5.796460E+05 -3.754450E+06 -3.728193E+06 -1.159283E+06 -9.734150E+02 -6.217931E+06 2.822727E+00 -8.106866E+00 2.488958E-03 -4.466553E+02 -4.863423E+02 -4.863462E+02 -9.645849E+02 -4.456812E+02 -4.844447E+02 -4.844447E+02 -4.844447E+02 -4.859055E+02
 4.282129E-04 7.386778E+05 5.795074E+05 5.795438E+05 7.370798E+05 5.791624E+05 5.791624E+05 5.791624E+05 5.805997E+05 5.795475E+05 -3.286270E+06 -3.263460E+06 -1.159088E+06 -9.731799E+02 -5.442773E+06 2.812866E+00 -8.055613E+00 2.479478E-03 -4.410575E+02 -4.862025E+02 -4.862069E+02 -9.643576E+02 -4.399606E+02 -4.840377E+02 -4.840377E+02 -4.840377E+02 -4.857054E+02
 4.577095E-04 7.337940E+05 5.793904E+05 5.794320E+05 7.319824E+05 5.786031E+05 5.786031E+05 5.786031E+05 5.804355E+05 5.794349E+05 -2.875420E+06 -2.855634E+06 -1.158864E+06 -9.729110E+02 -4.762535E+06 2.801620E+00 -7.997275E+00 2.468669E-03 -4.347027E+02 -4.860428E+02 -4.860479E+02 -9.640978E+02 -4.334697E+02 -4.835728E+02 -4.835728E+02 -4.835728E+02 -4.854772E+02
 4.893038E-04 7.282378E+05 5.792566E+05 5.793041E+05 7.261859E+05 5.779639E+05 5.779639E+05 5.779639E+05 5.802478E+05 5.793061E+05 -2.515140E+06 -2.498005E+06 -1.158608E+06 -9.726038E+02 -4.166024E+06 2.788805E+00 -7.930937E+00 2.456352E-03 -4.274988E+02 -4.858606E+02 -4.858664E+02 -9.638010E+02 -4.261158E+02 -4.830421E+02 -4.830421E+02 -4.830421E+02 -4.852172E+02
 5.231198E-04 7.219264E+05 5.791037E+05 5.791580E+05 7.196051E+05 5.772341E+05 5.772341E+05 5.772341E+05 5.800337E+05 5.791590E+05 -2.199544E+06 -2.184728E+06 -1.158316E+06 -9.722531E+02 -3.643492E+06 2.774220E+00 -7.855629E+00 2.442337E-03 -4.193494E+02 -4.856529E+02 -4.856595E+02 -9.634624E+02 -4.178026E+02 -4.824369E+02 -4.824369E+02 -4.824369E+02 -4.849213E+02
 5.592692E-04 7.147735E+05 5.789293E+05 5.789913E+05 7.121513E+05 5.764021E+05 5.764021E+05 5.764021E+05 5.797897E+05 5.789910E+05 -1.923458E+06 -1.910671E+06 -1.157983E+06 -9.718534E+02 -3.186377E+06 2.757653E+00 -7.770338E+00 2.426421E-03 -4.101569E+02 -4.854165E+02 -4.854241E+02 -9.630766E+02 -4.084327E+02 -4.817479E+02 -4.817479E+02 -4.817479E+02 -4.845853E+02
 5.978472E-04 7.066909E+05 5.787306E+05 5.788014E+05 7.037345E+05 5.754555E+05 5.754555E+05 5.754555E+05 5.795123E+05 5.787998E+05 -1.682306E+06 -1.671288E+06 -1.157603E+06 -9.713986E+02 -2.787101E+06 2.738886E+00 -7.674034E+00 2.408395E-03 -3.998261E+02 -4.851480E+02 -4.851567E+02 -9.626380E+02 -3.979120E+02 -4.809653E+02 -4.809653E+02 -4.809653E+02 -4.842048E+02
 6.389276E-04 6.975914E+05 5.785049E+05 5.785858E+05 6.942662E+05 5.743816E+05 5.743816E+05 5.743816E+05 5.791979E+05 5.785826E+05 -1.472011E+06 -1.462534E+06 -1.157172E+06 -9.708828E+02 -2.438912E+06 2.717697E+00 -7.565713E+00 2.388048E-03 -3.882684E+02 -4.848441E+02 -4.848540E+02 -9.621408E+02 -3.861539E+02 -4.800791E+02 -4.800791E+02 -4.800791E+02 -4.837752E+02
 6.825595E-04 6.873926E+05 5.782493E+05 5.783416E+05 6.836636E+05 5.731672E+05 5.731672E+05 5.731672E+05 5.788426E+05 5.783367E+05 -1.288923E+06 -1.280786E+06 -1.156683E+06 -9.702997E+02 -2.135768E+06 2.693868E+00 -7.444429E+00 2.365175E-03 -3.754071E+02 -4.845014E+02 -4.845127E+02 -9.615791E+02 -3.730851E+02 -4.790790E+02 -4.790790E+02 -4.790790E+02 -4.832923E+02
 7.287646E-04 6.760199E+05 5.779610E+05 5.780662E+05 6.718526E+05 5.717995E+05 5.717995E+05 5.717995E+05 5.784429E+05 5.780592E+05 -1.129768E+06 -1.122791E+06 -1.156132E+06 -9.696430E+02 -1.872246E+06 2.667197E+00 -7.309343E+00 2.339580E-03 -3.611833E+02 -4.841164E+02 -4.841292E+02 -9.609472E+02 -3.586511E+02 -4.779553E+02 -4.779553E+02 -4.779553E+02 -4.827518E+02
 7.775357E-04 6.634110E+05 5.776371E+05 5.777569E+05 6.587726E+05 5.702657E+05 5.702657E+05 5.702657E+05 5.779951E+05 5.777476E+05 -9.916009E+05 -9.856296E+05 -1.155514E+06 -9.689068E+02 -1.643475E+06 2.637500E+00 -7.159772E+00 2.311094E-03 -3.455612E+02 -4.836860E+02 -4.837007E+02 -9.602393E+02 -3.428225E+02 -4.766985E+02 -4.766985E+02 -4.766985E+02 -4.821502E+02
 8.288374E-04 6.495191E+05 5.772750E+05 5.774110E+05 6.443805E+05 5.685542E+05 5.685542E+05 5.685542E+05 5.774959E+05 5.773993E+05 -8.717836E+05 -8.666808E+05 -1.154822E+06 -9.680854E+02 -1.445083E+06 2.604623E+00 -6.995232E+00 2.279570E-03 -3.285339E+02 -4.832075E+02 -4.832241E+02 -9.594503E+02 -3.255998E+02 -4.753002E+02 -4.753002E+02 -4.753002E+02 -4.814842E+02
 8.826076E-04 6.343169E+05 5.768721E+05 5.770262E+05 6.286536E+05 5.666540E+05 5.666540E+05 5.666540E+05 5.769425E+05 5.770117E+05 -7.679536E+05 -7.635999E+05 -1.154052E+06 -9.671738E+02 -1.273159E+06 2.568447E+00 -6.815480E+00 2.244902E-03 -3.101275E+02 -4.826782E+02 -4.826970E+02 -9.585757E+02 -3.070184E+02 -4.737530E+02 -4.737530E+02 -4.737530E+02 -4.807515E+02
 9.387609E-04 6.177987E+05 5.764260E+05 5.766004E+05 6.115930E+05 5.645558E+05 5.645558E+05 5.645558E+05 5.763323E+05 5.765826E+05 -6.780073E+05 -6.742989E+05 -1.153201E+06 -9.661674E+02 -1.124220E+06 2.528897E+00 -6.620546E+00 2.207022E-03 -2.904041E+02 -4.820963E+02 -4.821175E+02 -9.576113E+02 -2.871512E+02 -4.720507E+02 -4.720507E+02 -4.720507E+02 -4.799504E+02
 9.971922E-04 5.999825E+05 5.759348E+05 5.761315E+05 5.932248E+05 5.622518E+05 5.622518E+05 5.622518E+05 5.756632E+05 5.761103E+05 -6.000809E+05 -5.969274E+05 -1.152263E+06 -9.650625E+02 -9.951811E+05 2.485946E+00 -6.410752E+00 2.165910E-03 -2.694638E+02 -4.814603E+02 -4.814842E+02 -9.565539E+02 -2.661102E+02 -4.701890E+02 -4.701890E+02 -4.701890E+02 -4.790804E+02
 1.057782E-03 5.809109E+05 5.753968E+05 5.756180E+05 5.736015E+05 5.597357E+05 5.597357E+05 5.597357E+05 5.749337E+05 5.755930E+05 -5.325326E+05 -5.298561E+05 -1.151236E+06 -9.638564E+02 -8.833233E+05 2.439614E+00 -6.186725E+00 2.121594E-03 -2.474445E+02 -4.807692E+02 -4.807961E+02 -9.554012E+02 -2.440457E+02 -4.681650E+02 -4.681650E+02 -4.681650E+02 -4.781417E+02
 1.120401E-03 5.606508E+05 5.748105E+05 5.750585E+05 5.528008E+05 5.570033E+05 5.570033E+05 5.570033E+05 5.741428E+05 5.750293E+05 -4.739253E+05 -4.716581E+05 -1.150117E+06 -9.625468E+02 -7.862671E+05 2.389974E+00 -5.949390E+00 2.074151E-03 -2.245196E+02 -4.800228E+02 -4.800529E+02 -9.541517E+02 -2.211442E+02 -4.659776E+02 -4.659776E+02 -4.659776E+02 -4.771356E+02
 1.184915E-03 5.392925E+05 5.741749E+05 5.744522E+05 5.309253E+05 5.540521E+05 5.540521E+05 5.540521E+05 5.732900E+05 5.744184E+05 -4.230076E+05 -4.210916E+05 -1.148904E+06 -9.611326E+02 -7.019410E+05 2.337146E+00 -5.699954E+00 2.023707E-03 -2.008950E+02 -4.792213E+02 -4.792548E+02 -9.528045E+02 -1.976242E+02 -4.636274E+02 -4.636274E+02 -4.636274E+02 -4.760640E+02
 1.251185E-03 5.169477E+05 5.734892E+05 5.737982E+05 5.080992E+05 5.508813E+05 5.508813E+05 5.508813E+05 5.723755E+05 5.737595E+05 -3.786962E+05 -3.770812E+05 -1.147596E+06 -9.596135E+02 -6.285513E+05 2.281300E+00 -5.439886E+00 1.970433E-03 -1.768040E+02 -4.783654E+02 -4.784027E+02 -9.513598E+02 -1.737306E+02 -4.611166E+02 -4.611166E+02 -4.611166E+02 -4.749301E+02
 1.319078E-03 4.937471E+05 5.727530E+05 5.730962E+05 4.844665E+05 5.474919E+05 5.474919E+05 5.474919E+05 5.713997E+05 5.730522E+05 -3.400574E+05 -3.387001E+05 -1.146192E+06 -9.579899E+02 -5.645520E+05 2.222645E+00 -5.170881E+00 1.914541E-03 -1.525019E+02 -4.774566E+02 -4.774979E+02 -9.498185E+02 -1.497286E+02 -4.584492E+02 -4.584492E+02 -4.584492E+02 -4.737374E+02
 1.388463E-03 4.698375E+05 5.719661E+05 5.723460E+05 4.601867E+05 5.438867E+05 5.438867E+05 5.438867E+05 5.703637E+05 5.722963E+05 -3.062894E+05 -3.051526E+05 -1.144692E+06 -9.562630E+02 -5.086159E+05 2.161432E+00 -4.894823E+00 1.856281E-03 -1.282587E+02 -4.764964E+02 -4.765420E+02 -9.481822E+02 -1.258960E+02 -4.556302E+02 -4.556302E+02 -4.556302E+02 -4.724902E+02
 1.459216E-03 4.453787E+05 5.711286E+05 5.715479E+05 4.354318E+05 5.400696E+05 5.400696E+05 5.400696E+05 5.692689E+05 5.714921E+05 -2.767061E+05 -2.757576E+05 -1.143096E+06 -9.544346E+02 -4.596068E+05 2.097942E+00 -4.613740E+00 1.795935E-03 -1.043527E+02 -4.754869E+02 -4.755372E+02 -9.464529E+02 -1.025157E+02 -4.526661E+02 -4.526661E+02 -4.526661E+02 -4.711934E+02
 1.531219E-03 4.205393E+05 5.702404E+05 5.707018E+05 4.103827E+05 5.360459E+05 5.360459E+05 5.360459E+05 5.681165E+05 5.706394E+05 -2.507212E+05 -2.499335E+05 -1.141404E+06 -9.525063E+02 -4.165543E+05 2.032482E+00 -4.329758E+00 1.733808E-03 -8.106280E+01 -4.744303E+02 -4.744854E+02 -9.446326E+02 -7.986820E+01 -4.495644E+02 -4.495644E+02 -4.495644E+02 -4.698516E+02
 1.604363E-03 3.954946E+05 5.693024E+05 5.698085E+05 3.852234E+05 5.318225E+05 5.318225E+05 5.318225E+05 5.669089E+05 5.697392E+05 -2.278352E+05 -2.271844E+05 -1.139617E+06 -9.504817E+02 -3.786315E+05 1.965386E+00 -4.045068E+00 1.670229E-03 -5.866187E+01 -4.733294E+02 -4.733898E+02 -9.427251E+02 -5.822338E+01 -4.463336E+02 -4.463336E+02 -4.463336E+02 -4.684706E+02
 1.678548E-03 3.704220E+05 5.683154E+05 5.688690E+05 3.601390E+05 5.274071E+05 5.274071E+05 5.274071E+05 5.656484E+05 5.687923E+05 -2.076223E+05 -2.070880E+05 -1.137738E+06 -9.483643E+02 -3.451335E+05 1.896998E+00 -3.761867E+00 1.605540E-03 -3.740960E+01 -4.721872E+02 -4.722530E+02 -9.407340E+02 -3.783405E+01 -4.429833E+02 -4.429833E+02 -4.429833E+02 -4.670557E+02
 1.753681E-03 3.454980E+05 5.672803E+05 5.678840E+05 3.353120E+05 5.228083E+05 5.228083E+05 5.228083E+05 5.643375E+05 5.677996E+05 -1.897199E+05 -1.892843E+05 -1.135768E+06 -9.461577E+02 -3.154600E+05 1.827676E+00 -3.482322E+00 1.540092E-03 -1.754633E+01 -4.710066E+02 -4.710781E+02 -9.386629E+02 -1.892944E+01 -4.395231E+02 -4.395231E+02 -4.395231E+02 -4.656125E+02
